Authors	Title	Year	Link	Authors with Affiliations	aff_names	Affiliation type	Affiliation country
Julio José Carabias-Orti;Francisco J. Rodríguez-Serrano;Pedro Vera-Candeas;Nicolás Ruiz-Reyes;Francisco J. Cañadas-Quesada	An Audio to Score Alignment Framework Using Spectral Factorization and Dynamic Time Warping.	2015	https://doi.org/10.5281/zenodo.1418371	J.J. Carabias-Orti, Music Technology Group (MTG), Universitat Pompeu Fabra, Spain, education;F.J. Rodriguez-Serrano, Polytechnical School of Linares, Universidad de Jaen, Spain, education;P. Vera-Candeas, Polytechnical School of Linares, Universidad de Jaen, Spain, education;N. Ruiz-Reyes, Polytechnical School of Linares, Universidad de Jaen, Spain, education;F.J. Ca˜nadas-Quesada, Polytechnical School of Linares, Universidad de Jaen, Spain, education	Universitat Pompeu Fabra, Universidad de Jaen,Universidad de Jaen, Universidad de Jaen, Universidad de Jaen	education, education, education, education, education	ESP, ESP, ESP, ESP, ESP
Swapnil Gupta;Ajay Srinivasamurthy;Manoj Kumar P. A.;Hema A. Murthy;Xavier Serra	Discovery of Syllabic Percussion Patterns in Tabla Solo Recordings.	2015	https://doi.org/10.5281/zenodo.1416558	Swapnil Gupta, Universitat Pompeu Fabra, ESP, education;Ajay Srinivasamurthy, Universitat Pompeu Fabra, ESP, education;Manoj Kumar, Indian Institute of Technology Madras, IND, education;Hema A. Murthy, Indian Institute of Technology Madras, IND, education;Xavier Serra, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Universitat Pompeu Fabra, IIT Madras, IIT Madras, Universitat Pompeu Fabra	education, education, education, education, education	ESP, ESP, IND, IND, ESP
Alastair Porter;Dmitry Bogdanov;Robert Kaye;Roman Tsukanov;Xavier Serra	AcousticBrainz: A Community Platform for Gathering Music Information Obtained from Audio.	2015	https://doi.org/10.5281/zenodo.1414938	Alastair Porter, Universitat Pompeu Fabra, ESP, education;Dmitry Bogdanov, Universitat Pompeu Fabra, ESP, education;Robert Kaye, MetaBrainz Foundation, , facility;Roman Tsukanov, MetaBrainz Foundation, , facility;Xavier Serra, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Universitat Pompeu Fabra, MetaBrainz Foundation, MetaBrainz Foundation, Universitat Pompeu Fabra	education, education, facility, facility, education	ESP, ESP, USA, USA, ESP
Daniel Gómez-Marín;Sergi Jordà;Perfecto Herrera	PAD and SAD: Two Awareness-Weighted Rhythmic Similarity Distances.	2015	https://doi.org/10.5281/zenodo.1416286	Daniel Gómez-Marín, Universitat Pompeu Fabra, ESP, education;Sergi Jordà, Universitat Pompeu Fabra, ESP, education;Perfecto Herrera, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Universitat Pompeu Fabra, Universitat Pompeu Fabra	education, education, education	ESP, ESP, ESP
Georgi Dzhambazov;Sertan Sentürk;Xavier Serra	Searching Lyrical Phrases in A-Capella Turkish Makam Recordings.	2015	https://doi.org/10.5281/zenodo.1417921	Georgi Dzhambazov, Universitat Pompeu Fabra, ESP, education;Sertan S¸ent¨urk, Universitat Pompeu Fabra, ESP, education;Xavier Serra, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Universitat Pompeu Fabra, Universitat Pompeu Fabra	education, education, education	ESP, ESP, ESP
Marius Miron;Julio José Carabias-Orti;Jordi Janer	Improving Score-Informed Source Separation for Classical Music through Note Refinement.	2015	https://doi.org/10.5281/zenodo.1417689	Marius Miron, Universitat Pompeu Fabra, ESP, education;Julio José Carabias-Orti, Universitat Pompeu Fabra, ESP, education;Jordi Janer, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Universitat Pompeu Fabra, Universitat Pompeu Fabra	education, education, education	ESP, ESP, ESP
Shuo Zhang;Rafael Caro Repetto;Xavier Serra	Predicting Pairwise Pitch Contour Relations Based on Linguistic Tone Information in Beijing Opera Singing.	2015	https://doi.org/10.5281/zenodo.1416066	Shuo Zhang, Universitat Pompeu Fabra, ESP, education;Rafael Caro Repetto, Universitat Pompeu Fabra, ESP, education;Xavier Serra, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Universitat Pompeu Fabra, Universitat Pompeu Fabra	education, education, education	ESP, ESP, ESP
Rafael Caro Repetto;Rong Gong;Nadine Kroher;Xavier Serra	Comparison of the Singing Style of Two Jingju Schools.	2015	https://doi.org/10.5281/zenodo.1416692	Rafael Caro Repetto, Universitat Pompeu Fabra, ESP, education;Rong Gong, Universitat Pompeu Fabra, ESP, education;Nadine Kroher, Universitat Pompeu Fabra, ESP, education;Xavier Serra, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Universitat Pompeu Fabra, Universitat Pompeu Fabra, Universitat Pompeu Fabra	education, education, education, education	ESP, ESP, ESP, ESP
Sergio Oramas;Mohamed Sordo;Luis Espinosa Anke;Xavier Serra	A Semantic-Based Approach for Artist Similarity.	2015	https://doi.org/10.5281/zenodo.1415976	Sergio Oramas, Music Technology Group, Universitat Pompeu Fabra, ESP, education;Mohamed Sordo, Center for Computational Science, University of Miami, USA, education;Luis Espinosa-Anke, TALN Group, Universitat Pompeu Fabra, ESP, education;Xavier Serra, Music Technology Group, Universitat Pompeu Fabra, ESP, education	Universitat Pompeu Fabra, University of Miami, Universitat Pompeu Fabra,Universitat Pompeu Fabra	education, education, education, education	ESP, USA, ESP, ESP
Nicolas Guiomard-Kagan;Mathieu Giraud;Richard Groult;Florence Levé	Comparing Voice and Stream Segmentation Algorithms.	2015	https://doi.org/10.5281/zenodo.1414916	Nicolas Guiomard-Kagan, MIS, U. Picardie Jules Verne, FRA, education;Mathieu Giraud, CRIStAL (CNRS, U. Lille), FRA, education;Richard Groult, MIS, U. Picardie Jules Verne (UPJV), FRA, education;Florence Levé, MIS, U. Picardie Jules Verne (UPJV), FRA, education	Université de Picardie Jules Verne, Université de Lille, Université de Picardie Jules Verne,Université de Picardie Jules Verne	education, education, education, education	FRA, FRA, FRA, FRA
Charles Inskip;Frans Wiering	In Their Own Words: Using Text Analysis to Identify Musicologists' Attitudes towards Technology.	2015	https://doi.org/10.5281/zenodo.1416422	Charles Inskip, University College London, GBR, education;Frans Wiering, Universiteit Utrecht, NLD, education	 University College London, Utrecht University	education, education	GBR, NLD
Daniel Matz;Estefanía Cano;Jakob Abeßer	New Sonorities for Early Jazz Recordings Using Sound Source Separation and Automatic Mixing Tools.	2015	https://doi.org/10.5281/zenodo.1416568	Daniel Matz, University of Applied Sciences, DEU, education;Estefanía Cano, Fraunhofer IDMT, DEU, facility;Jakob Abeßer, Fraunhofer IDMT, DEU, facility	 University of Applied Sciences, Fraunhofer IDMT, Fraunhofer IDMT	education, facility, facility	DEU, DEU, DEU
Peter Jancovic;Münevver Köküer;Wrena Baptiste	Automatic Transcription of Ornamented Irish Traditional Flute Music Using Hidden Markov Models.	2015	https://doi.org/10.5281/zenodo.1415116	Peter Jančovič, University of Birmingham, GBR, education;M¨unevver K¨ok¨uer, Birmingham City University, GBR, education;Wrena Baptiste, University of Birmingham, GBR, education	 University of Birmingham, Birmingham City University, University of Birmingham	education, education, education	GBR, GBR, GBR
Cheng-i Wang;Jennifer Hsu;Shlomo Dubnov	Music Pattern Discovery with Variable Markov Oracle: A Unified Approach to Symbolic and Audio Representations.	2015	https://doi.org/10.5281/zenodo.1416480	Cheng-i Wang, University of California, San Diego, USA, education;Jennifer Hsu, University of California, San Diego, USA, education;Shlomo Dubnov, University of California, San Diego, USA, education	 University of California San Diego, University of California San Diego, University of California San Diego	education, education, education	USA, USA, USA
Richard F. E. Sutcliffe;Tim Crawford;Chris Fox;Deane L. Root;Eduard H. Hovy;Richard Lewis 0001	Relating Natural Language Text to Musical Passages.	2015	https://doi.org/10.5281/zenodo.1415270	Richard Sutcliffe, University of Essex, UK, education;Tim Crawford, Goldsmiths, University of London, UK, education;Chris Fox, University of Essex, UK, education;Deane L. Root, University of Pittsburgh, USA, education;Eduard Hovy, Carnegie-Mellon Univ, USA, education;Richard Lewis, Goldsmiths, University of London, UK, education	 University of Essex, Goldsmiths University of London, University of Essex, University of Pittsburgh, Carnegie Mellon University, Goldsmiths University of London	education, education, education, education, education, education	GBR, GBR, GBR, USA, USA, GBR
Beatrix Vad;Daniel Boland;John Williamson;Roderick Murray-Smith;Peter Berg Steffensen	Design and Evaluation of a Probabilistic Music Projection Interface.	2015	https://doi.org/10.5281/zenodo.1416670	Beatrix Vad, School of Computing Science, University of Glasgow, United Kingdom, education;Daniel Boland, School of Computing Science, University of Glasgow, United Kingdom, education;John Williamson, School of Computing Science, University of Glasgow, United Kingdom, education;Roderick Murray-Smith, School of Computing Science, University of Glasgow, United Kingdom, education;Peter Berg Steffensen, Syntonetic A/S, Copenhagen, Denmark, company	University of Glasgow, University of Glasgow, University of Glasgow,University of Glasgow, Syntonetic A/S Copenhagen	education, education, education, education, company	GBR, GBR, GBR, GBR, DNK
Julien Osmalskyj;Peter Foster;Simon Dixon;Jean-Jacques Embrechts	Combining Features for Cover Song Identification.	2015	https://doi.org/10.5281/zenodo.1417295	Julien Osmalskyj, University of Liège, BEL, education;Peter Foster, Queen Mary University of London, GBR, education;Simon Dixon, Queen Mary University of London, GBR, education;Jean-Jacques Embrechts, University of Liège, BEL, education	 University of Liège, Queen Mary University of London, Queen Mary University of London, University of Liège	education, education, education, education	BEL, GBR, GBR, BEL
Mohamed Sordo;Mitsunori Ogihara;Stefan Wuchty	Analysis of the Evolution of Research Groups and Topics in the ISMIR Conference.	2015	https://doi.org/10.5281/zenodo.1416354	Mohamed Sordo, University of Miami, USA, education;Mitsunori Ogihara, University of Miami, USA, education;Stefan Wuchty, University of Miami, USA, education	 University of Miami, University of Miami, University of Miami	education, education, education	USA, USA, USA
Jakob Abeßer;Estefanía Cano;Klaus Frieler;Martin Pfleiderer;Wolf-Georg Zaddach	Score-Informed Analysis of Intonation and Pitch Modulation in Jazz Solos.	2015	https://doi.org/10.5281/zenodo.1416836	Jakob Abeßer, University of Music Franz Liszt, Weimar, Germany, education, Fraunhofer IDMT, Ilmenau, Germany, facility;Estefanía Cano, Fraunhofer IDMT, Ilmenau, Germany, facility;Klaus Frieler, University of Music Franz Liszt, Weimar, Germany, education;Martin Pﬂeiderer, University of Music Franz Liszt, Weimar, Germany, education;Wolf-Georg Zaddach, University of Music Franz Liszt, Weimar, Germany, education	 University of Music Franz Liszt Weimar, Fraunhofer IDMT, University of Music Franz Liszt Weimar, University of Music Franz Liszt Weimar, University of Music Franz Liszt Weimar	education, facility, education, education, education	DEU, DEU, DEU, DEU, DEU
Kevin R. Page;Terhi Nurmikko-Fuller;Carolin Rindfleisch;David M. Weigl;Richard Lewis 0001;Laurence Dreyfus;David De Roure	A Toolkit for Live Annotation of Opera Performance: Experiences Capturing Wagner's Ring Cycle.	2015	https://doi.org/10.5281/zenodo.1415582	Kevin R. Page, University of Oxford, GBR, education;Terhi Nurmikko-Fuller, University of Oxford, GBR, education;Carolin Rindﬂeisch, University of Oxford, GBR, education;David M. Weigl, University of Oxford, GBR, education;Richard Lewis, Goldsmiths, University of London, GBR, education;Laurence Dreyfus, University of Oxford, GBR, education;David De Roure, University of Oxford, GBR, education	 University of Oxford, University of Oxford, University of Oxford, University of Oxford, Goldsmiths University of London, University of Oxford, University of Oxford	education, education, education, education, education, education, education	GBR, GBR, GBR, GBR, GBR, GBR, GBR
Bochen Li;Zhiyao Duan	Score Following for Piano Performances with Sustain-Pedal Effects.	2015	https://doi.org/10.5281/zenodo.1418127	Bochen Li, University of Rochester, Department of Electrical and Computer Engineering, USA, education;Zhiyao Duan, University of Rochester, Department of Electrical and Computer Engineering, USA, education	 University of Rochester, University of Rochester 	education, education	USA, USA
Elad Liebman;Peter Stone;Corey N. White	How Music Alters Decision Making - Impact of Music Stimuli on Emotional Classification.	2015	https://doi.org/10.5281/zenodo.1414908	Elad Liebman, The University of Texas at Austin, USA, education;Peter Stone, The University of Texas at Austin, USA, education;Corey N. White, Syracuse University, USA, education	 University of Texas at Austin, University of Texas at Austin, Syracuse University	education, education, education	USA, USA, USA
Jin Ha Lee;Xiao Hu 0001;Kahyun Choi;J. Stephen Downie	MIREX Grand Challenge 2014 User Experience: Qualitative Analysis of User Feedback.	2015	https://doi.org/10.5281/zenodo.1417103	Jin Ha Lee, University of Washington, USA, education;Xiao Hu, University of Hong Kong, HKG, education;Kahyun Choi, University of Illinois, USA, education;J. Stephen Downie, University of Illinois, USA, education	 University of Washington, University of Hong Kong, University of Illinois, University of Illinois	education, education, education, education	USA, CHN, USA, USA
Jin Ha Lee;Rachel Price	Understanding Users of Commercial Music Services through Personas: Design Implications.	2015	https://doi.org/10.5281/zenodo.1418297	Jin Ha Lee, University of Washington, USA, education;Rachel Price, University of Washington, USA, education	 University of Washington, University of Washington	education, education	USA, USA
Jan Van Balen;John Ashley Burgoyne;Dimitrios Bountouridis;Daniel Müllensiefen;Remco C. Veltkamp	Corpus Analysis Tools for Computational Hook Discovery.	2015	https://doi.org/10.5281/zenodo.1415038	Jan Van Balen, Department of Information and Computing Sciences, Utrecht University, NLD, education;John Ashley Burgoyne, Music Cognition Group, University of Amsterdam, NLD, education;Dimitrios Bountouridis, Department of Information and Computing Sciences, Utrecht University, NLD, education;Daniel M¨ullensiefen, Department of Psychology, Goldsmiths, University of London, GBR, education;Remco C. Veltkamp, Department of Information and Computing Sciences, Utrecht University, NLD, education	Utrecht University, University of Amsterdam, Utrecht University, Goldsmiths University of London, Utrecht University	education, education, education, education, education	NLD, NLD, NLD, GBR, NLD
